0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,labels
83,72,65,74,73,68,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,73,68,82,65,46,78,65,66,73,76,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
90,65,75,65,82,73,65,46,66,65,82,76,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
87,65,83,73,85,76,46,72,65,81,85,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,79,78,73,89,65,46,65,75,84,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,73,76,65,46,46,83,72,69,73,75,72,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
85,77,77,69,46,72,65,78,73,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
76,65,73,76,65,46,46,83,72,65,72,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
82,85,68,79,76,80,72,46,82,79,83,83,73,69,46,71,79,77,69,83,46,46,46,46,46,46,46,46,46,46,1
65,70,83,46,75,72,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
82,65,73,72,65,78,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,89,69,68,46,77,79,78,73,82,85,76,46,72,65,81,85,69,46,46,46,46,46,46,46,46,46,46,46,46,1
83,72,65,77,83,46,72,65,73,68,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
72,65,83,73,46,46,66,69,71,85,77,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,79,80,79,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,71,65,82,46,83,65,77,69,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,72,65,72,65,78,65,46,83,72,65,82,77,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,69,76,73,77,46,65,72,77,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,73,82,65,46,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
84,72,69,84,46,84,85,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,78,71,73,66,46,75,85,77,65,82,46,83,72,85,86,79,46,46,46,46,46,46,46,46,46,46,46,46,1
82,79,83,65,46,46,70,69,76,73,88,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,79,67,72,73,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,65,72,69,68,73,46,72,65,83,65,78,46,74,79,89,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,68,46,46,77,65,83,72,73,68,85,82,46,82,65,72,77,65,78,46,75,72,65,78,46,46,46,46,46,46,1
83,65,75,72,79,87,65,84,46,72,79,83,83,65,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,68,46,75,65,68,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
82,69,68,87,65,78,46,65,72,77,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
78,65,70,73,83,85,82,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
78,65,70,73,83,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,83,82,65,70,46,82,65,78,74,79,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,76,77,65,46,67,72,79,87,68,72,85,82,89,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,73,72,65,66,46,74,65,72,65,78,71,73,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
82,73,70,65,65,84,46,87,65,72,73,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
70,65,72,77,73,68,65,46,46,72,65,83,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
84,79,78,73,77,65,46,65,72,77,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,79,83,76,69,72,46,85,68,68,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,72,65,68,65,84,46,77,65,72,65,68,73,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
74,65,89,79,78,84,65,46,75,85,77,65,82,46,80,65,85,76,46,46,46,46,46,46,46,46,46,46,46,46,1
84,85,83,72,65,82,46,83,72,65,70,73,85,76,46,65,90,65,77,46,46,46,46,46,46,46,46,46,46,46,1
85,77,77,65,46,75,85,76,83,85,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,65,71,69,69,66,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,68,46,74,46,72,46,83,79,72,65,71,72,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,72,77,77,65,68,46,77,79,78,83,85,82,46,82,79,85,70,46,46,46,46,46,46,46,46,46,46,46,46,1
80,82,79,66,73,82,46,68,85,84,84,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
82,65,66,69,89,65,46,84,65,66,65,83,83,85,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
75,65,90,73,46,65,82,73,70,85,76,46,73,83,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,1
82,65,72,73,77,65,46,66,69,71,85,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
75,77,46,72,65,83,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
79,83,75,65,82,46,82,73,70,65,84,72,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,82,46,46,82,65,74,73,66,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,79,72,65,77,77,65,68,46,75,65,77,82,85,90,90,65,77,65,78,46,46,46,46,46,46,46,46,46,46,1
83,72,65,75,69,82,65,46,65,75,84,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,68,46,46,74,79,66,65,89,69,82,46,66,73,78,46,83,72,65,70,73,81,85,69,46,46,46,46,46,46,1
83,65,66,73,78,65,46,73,83,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
80,73,76,79,84,46,73,83,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
84,79,85,83,73,70,46,65,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,68,46,82,73,80,79,78,46,72,79,83,83,65,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
70,65,73,90,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,65,77,73,82,65,46,78,65,72,65,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
84,65,77,77,65,78,65,46,89,69,83,77,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
74,85,77,77,73,46,83,65,73,77,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,85,77,65,73,89,65,46,78,73,83,72,73,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,65,68,73,65,46,70,65,82,72,65,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,89,69,68,46,90,72,65,82,73,70,46,85,68,68,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,85,77,65,73,89,65,46,46,72,65,81,85,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,65,82,73,65,46,77,65,72,66,79,79,66,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,73,77,73,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
82,65,83,72,77,73,46,65,78,74,85,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,65,66,82,73,78,65,46,46,83,65,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
70,65,84,69,77,65,46,88,69,69,78,73,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
84,65,72,77,73,78,65,46,77,79,78,73,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
74,65,89,65,84,73,46,77,85,75,72,69,82,74,69,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,69,72,65,46,77,69,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
72,65,73,70,65,46,77,85,78,83,85,82,73,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,79,78,73,82,46,72,79,83,83,65,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,77,77,73,46,65,75,84,72,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
82,65,73,72,65,78,46,83,65,82,75,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,82,69,69,66,65,46,65,72,77,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,89,83,72,65,46,46,65,75,84,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,79,87,83,72,73,78,46,65,70,82,79,90,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,78,73,78,68,73,84,65,46,65,78,65,78,78,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
70,65,82,73,68,65,46,46,80,65,82,86,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
84,65,78,78,73,46,84,65,82,73,81,85,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,69,90,66,65,72,46,65,90,65,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
76,65,84,73,70,65,46,77,79,78,79,65,82,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,73,76,65,46,77,73,76,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,66,85,46,83,65,75,73,66,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,90,82,65,46,83,65,76,73,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
90,65,66,69,82,46,65,72,77,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,73,70,84,65,72,85,83,46,83,65,70,65,84,72,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
74,69,78,78,89,46,72,65,81,85,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
85,82,77,69,69,46,71,65,78,73,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,65,70,73,83,65,46,77,73,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
75,65,90,73,46,77,65,83,85,77,46,66,73,76,76,65,72,46,46,46,46,46,46,46,46,46,46,46,46,46,1
67,65,82,76,73,84,79,46,67,65,86,65,78,65,46,65,80,80,76,69,46,46,46,46,46,46,46,46,46,46,1
77,85,75,84,89,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,83,77,65,46,73,83,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
82,65,66,69,89,65,46,77,79,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,65,74,77,85,76,46,65,72,77,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,68,46,46,78,65,83,73,82,85,76,46,46,72,85,81,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,72,46,83,85,78,78,89,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
66,73,80,82,79,46,75,85,77,65,82,46,66,73,83,87,65,83,46,46,46,46,46,46,46,46,46,46,46,46,1
84,65,83,77,73,78,65,46,80,73,78,75,89,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,69,72,69,82,85,78,46,46,78,65,72,65,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,65,77,73,77,65,46,65,75,72,84,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,73,77,65,78,84,79,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,77,73,65,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
79,66,65,73,68,85,82,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,89,83,72,65,46,65,75,72,84,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
74,69,83,83,73,67,65,46,65,66,69,68,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,68,72,73,75,65,82,73,46,85,84,84,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
66,73,71,46,71,69,78,46,77,85,83,72,70,73,81,85,69,46,46,46,46,46,46,46,46,46,46,46,46,46,1
70,65,82,73,72,65,46,46,80,82,79,77,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
84,65,78,86,73,82,46,65,90,65,77,46,78,73,83,72,65,84,46,46,46,46,46,46,46,46,46,46,46,46,1
77,68,46,83,65,76,65,72,85,68,68,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,68,46,46,82,65,73,83,85,76,46,73,83,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
46,70,65,84,69,72,46,90,65,77,65,78,46,79,78,73,75,46,46,46,46,46,46,46,46,46,46,46,46,46,1
46,80,65,76,65,83,72,46,72,65,76,68,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
78,65,90,78,73,78,46,65,75,84,72,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
82,79,87,83,72,79,78,46,65,82,65,46,76,85,67,75,89,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,72,83,65,78,85,76,76,65,72,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,68,46,46,83,65,66,66,73,82,46,82,65,72,77,65,78,46,83,65,74,65,78,46,46,46,46,46,46,46,1
65,72,65,77,69,68,46,83,72,65,82,73,70,46,70,79,82,72,65,68,46,46,46,46,46,46,46,46,46,46,1
84,65,83,76,73,77,65,46,84,73,84,72,73,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,72,83,65,78,46,85,76,76,65,72,46,83,72,65,87,79,78,46,46,46,46,46,46,46,46,46,46,46,46,1
78,69,89,65,77,79,84,46,85,76,76,65,72,46,77,79,72,65,78,46,46,46,46,46,46,46,46,46,46,46,1
65,76,73,46,46,65,90,71,65,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,68,46,74,65,72,65,78,71,73,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,72,83,65,78,46,84,85,83,65,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,73,82,84,69,76,46,72,65,66,73,66,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,72,77,69,68,46,83,72,65,82,73,70,46,83,65,68,73,75,46,46,46,46,46,46,46,46,46,46,46,46,1
65,77,73,84,46,67,72,79,87,68,72,85,82,89,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
82,85,84,66,65,46,65,72,77,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
70,65,72,77,73,68,85,76,46,73,83,76,65,77,46,46,70,65,72,73,77,46,46,46,46,46,46,46,46,46,1
65,78,65,77,85,76,46,46,72,65,81,85,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,72,83,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
78,73,83,72,73,84,65,46,66,65,82,85,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,68,46,78,65,90,77,85,76,46,72,65,81,85,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,65,83,85,77,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,89,69,83,72,65,46,65,89,65,84,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,65,78,73,65,46,83,65,82,65,70,65,84,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
82,73,83,72,65,84,46,82,65,74,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,46,75,46,70,65,90,76,85,76,46,72,65,81,85,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
82,69,72,78,85,77,65,46,46,83,73,68,68,73,81,85,69,46,46,46,46,46,46,46,46,46,46,46,46,46,0
84,65,78,86,73,82,46,83,79,85,82,79,86,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,68,46,65,66,68,85,76,76,65,72,46,65,76,46,77,65,77,85,78,46,46,46,46,46,46,46,46,46,46,1
77,68,46,46,82,65,75,73,66,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,72,46,85,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
89,79,85,83,85,70,46,65,76,73,46,83,72,73,75,68,65,82,46,46,46,46,46,46,46,46,46,46,46,46,1
78,69,69,76,73,77,65,46,46,65,75,72,84,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,65,72,46,65,66,85,46,65,68,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,85,74,73,66,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
75,65,78,73,74,46,78,65,74,78,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,79,72,65,77,77,79,68,46,75,65,77,82,85,76,46,72,65,83,65,78,46,46,46,46,46,46,46,46,46,1
65,66,68,85,76,76,65,72,46,65,76,46,77,65,72,77,85,68,46,46,80,65,76,65,83,72,46,46,46,46,1
84,65,74,82,73,78,46,67,72,79,87,68,72,85,82,89,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
70,73,82,79,90,65,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
73,77,82,79,90,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
80,82,69,77,65,46,46,78,65,66,73,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
84,85,83,72,89,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,70,83,65,78,65,46,46,65,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
75,79,66,73,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,68,46,74,65,72,73,68,46,72,65,83,83,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
78,79,77,65,78,46,46,70,65,82,85,81,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
82,65,73,83,65,46,74,65,77,73,76,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,65,73,70,46,77,85,72,65,77,77,69,68,46,77,65,89,69,69,78,46,46,46,46,46,46,46,46,46,46,1
78,65,89,77,65,46,46,46,83,65,82,65,72,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
71,79,76,65,77,46,72,65,70,73,90,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
74,69,83,77,73,78,46,46,83,85,76,84,65,78,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,82,83,46,77,65,77,85,78,46,72,79,83,83,65,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,87,65,80,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
67,79,76,79,78,69,76,46,65,76,65,85,68,68,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,70,82,73,78,65,46,77,79,78,73,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,85,83,82,65,84,46,74,65,72,65,78,46,75,72,65,78,46,78,73,80,65,46,46,46,46,46,46,46,46,0
66,73,71,46,77,69,72,69,68,73,46,72,65,83,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,73,68,65,46,70,65,82,72,65,78,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,65,72,66,85,66,65,46,65,75,84,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,65,70,73,68,65,46,78,79,68,73,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
72,65,74,69,82,65,46,83,85,76,84,65,78,65,46,83,72,69,85,76,89,46,46,46,46,46,46,46,46,46,0
72,65,66,73,66,65,46,65,75,84,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,68,46,46,76,79,84,73,70,85,82,46,82,65,72,77,65,78,46,84,65,76,85,75,68,69,82,46,46,46,1
77,79,72,65,77,77,65,68,46,65,82,77,65,78,46,72,79,83,83,65,73,78,46,46,46,46,46,46,46,46,1
83,72,65,77,73,85,76,46,72,79,83,83,65,73,78,46,83,72,73,77,85,76,46,46,46,46,46,46,46,46,1
74,65,72,73,82,46,82,65,73,72,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
90,73,78,65,84,46,74,65,72,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,65,66,82,73,46,83,72,65,77,83,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
84,65,78,73,65,46,72,65,78,73,70,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
68,82,69,65,77,66,79,89,46,65,75,65,83,72,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,72,65,82,77,73,78,46,75,65,90,73,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,89,69,68,46,83,65,77,69,69,77,46,83,72,65,72,82,73,89,65,82,46,46,46,46,46,46,46,46,46,1
65,82,73,70,46,66,73,76,76,65,72,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
70,65,82,72,65,78,65,46,78,73,84,85,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,65,77,69,69,46,83,73,82,65,74,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
70,65,84,69,77,65,46,75,65,78,73,90,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
70,65,82,90,65,78,65,46,78,73,84,85,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
82,65,89,72,65,78,46,82,79,72,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,72,65,72,65,82,73,65,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,65,72,70,85,90,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,69,72,82,69,69,78,46,65,72,77,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,79,77,80,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
82,79,77,65,78,65,46,65,70,82,79,90,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
76,65,66,73,66,65,46,77,85,66,65,83,72,83,72,73,82,65,46,46,46,46,46,46,46,46,46,46,46,46,0
69,77,84,73,65,90,46,77,65,72,77,85,68,46,82,65,84,85,76,46,46,46,46,46,46,46,46,46,46,46,1
78,73,83,72,65,84,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
82,69,90,73,78,65,46,74,65,83,77,73,78,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,65,66,82,73,78,65,46,46,65,70,82,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,82,46,46,82,69,90,87,65,78,85,82,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,1
70,65,82,74,65,78,65,46,75,72,65,78,68,75,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,70,73,81,85,82,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
80,82,79,66,73,82,46,75,85,77,65,82,46,66,65,71,72,73,46,46,46,46,46,46,46,46,46,46,46,46,1
77,82,83,46,78,79,87,83,72,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,68,46,46,74,65,83,72,73,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,72,65,82,77,73,78,46,82,69,69,70,65,84,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,75,72,73,46,65,72,77,77,65,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
70,65,82,73,68,65,46,89,65,83,77,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,65,72,73,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
78,73,84,65,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,66,68,85,76,76,65,72,46,73,77,65,77,46,75,72,65,78,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,82,70,85,68,68,73,78,46,83,79,72,69,76,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,72,78,65,70,46,83,65,89,69,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
68,73,80,84,73,46,68,65,83,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
70,65,82,90,65,78,65,46,74,65,72,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
