0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,labels
90,65,82,73,70,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,68,46,46,65,72,83,65,78,46,72,65,66,73,66,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,68,46,46,77,65,75,72,68,85,77,46,72,79,83,83,65,73,78,46,46,46,46,46,46,46,46,46,46,46,1
77,85,75,65,82,82,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
84,65,83,78,69,69,77,65,46,46,65,78,73,75,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,66,73,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
90,69,82,73,78,46,46,74,65,72,65,78,71,73,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,79,72,65,78,65,46,65,72,77,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,65,68,73,81,46,77,68,46,65,83,73,70,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
84,65,78,90,73,78,46,78,65,72,65,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
68,65,85,76,79,84,46,65,72,77,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,72,65,72,46,65,77,68,65,68,46,85,76,76,65,72,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,79,85,82,79,86,46,80,65,78,68,65,89,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,72,65,75,73,82,65,46,65,75,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,65,84,65,83,72,65,46,65,82,73,70,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,69,82,65,78,65,46,82,65,72,65,77,65,78,46,83,85,75,76,65,46,46,46,46,46,46,46,46,46,46,0
84,65,78,85,83,82,69,69,46,84,65,82,65,70,68,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,0
70,65,84,69,69,78,46,70,65,73,89,65,90,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,79,72,65,77,77,65,68,46,84,65,78,74,73,76,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
69,83,72,65,46,82,85,83,72,68,73,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
84,65,77,65,78,78,65,46,46,77,65,83,72,85,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
80,82,73,84,72,65,46,46,65,69,89,77,65,78,46,75,65,66,73,82,46,46,46,46,46,46,46,46,46,46,0
70,65,82,73,65,46,66,73,86,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
75,72,65,78,46,65,82,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
84,65,77,65,78,78,65,46,84,85,66,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,65,78,90,73,68,65,46,83,78,73,71,68,72,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,65,77,73,65,46,83,79,66,72,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,83,77,65,46,82,85,77,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,69,65,84,72,65,78,74,65,89,46,66,65,73,68,89,65,46,46,46,46,46,46,46,46,46,46,46,46,46,1
75,65,83,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,46,77,46,77,46,83,72,65,77,83,85,82,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,1
77,68,46,80,65,82,86,73,69,90,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
75,72,65,76,73,68,46,72,79,83,83,65,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,68,46,46,83,65,77,73,85,82,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,79,72,65,77,77,65,68,46,83,79,72,79,82,65,66,46,72,79,83,83,65,73,78,46,46,46,46,46,46,1
75,65,78,73,74,46,83,85,76,84,65,78,65,46,46,77,79,89,78,65,46,46,46,46,46,46,46,46,46,46,0
77,79,72,73,66,85,82,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,85,83,72,70,73,81,85,82,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,72,65,73,75,72,85,76,46,73,83,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
70,65,72,77,73,68,65,46,84,65,76,85,75,68,65,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,65,82,69,83,72,46,67,72,65,78,68,82,65,46,46,66,73,83,87,65,83,46,46,46,46,46,46,46,46,1
77,69,72,78,65,90,46,46,65,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
70,65,82,90,65,78,65,46,66,73,68,72,85,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,83,72,65,68,46,67,72,79,87,68,72,85,82,89,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,78,73,89,65,46,65,75,84,65,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,73,82,74,72,65,82,46,66,65,82,85,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,85,90,65,78,46,46,71,79,83,72,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,65,72,65,68,85,84,46,72,79,83,83,65,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
68,82,46,46,65,46,46,81,46,46,77,46,46,65,84,65,85,76,46,72,65,81,85,69,46,46,46,46,46,46,1
76,73,84,79,78,46,75,72,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,65,76,79,77,89,46,46,76,79,82,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
72,85,77,65,73,82,65,46,65,75,84,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,90,73,90,85,76,46,72,85,81,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
71,79,76,65,77,46,75,65,66,73,82,46,77,85,82,65,68,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,78,74,65,78,65,46,46,83,65,76,65,85,68,68,73,78,46,46,46,46,46,46,46,46,46,46,46,46,0
70,65,73,90,65,46,83,65,82,75,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,68,46,77,85,78,73,82,46,72,79,83,83,65,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
84,65,83,69,69,78,46,65,72,77,69,68,46,83,65,71,79,82,46,46,46,46,46,46,46,46,46,46,46,46,1
77,83,46,78,65,68,73,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
74,69,83,83,73,67,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,72,77,65,68,46,65,77,69,69,82,46,77,85,83,84,65,70,65,46,65,66,69,69,82,46,46,46,46,46,1
75,65,90,73,46,77,65,72,84,65,66,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,72,83,65,78,85,82,46,82,65,72,77,65,78,46,75,72,65,78,46,46,46,46,46,46,46,46,46,46,46,1
65,82,73,70,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
70,65,82,73,68,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,65,87,77,73,46,69,77,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,65,68,73,75,65,46,84,65,77,65,78,78,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,83,46,65,75,76,73,77,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,65,76,77,65,46,80,85,83,80,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
84,65,90,87,65,82,46,69,76,65,72,73,46,78,85,72,65,78,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,77,82,69,69,78,46,82,65,72,77,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,65,82,73,66,65,46,65,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,69,72,69,68,73,46,72,65,83,65,78,46,82,73,68,79,89,46,46,46,46,46,46,46,46,46,46,46,46,1
77,79,72,65,77,77,65,68,46,65,68,78,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
82,65,74,73,66,46,67,72,65,78,68,82,65,46,68,65,83,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,79,72,73,77,46,65,72,77,65,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,68,73,89,65,46,65,70,82,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,85,83,84,65,75,73,77,46,66,73,78,46,65,90,73,90,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,46,66,46,77,46,46,79,66,65,73,68,85,76,46,73,83,76,65,77,46,80,82,65,77,65,78,73,75,46,1
83,72,65,82,77,73,78,65,46,90,65,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
73,82,69,69,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
69,78,71,82,46,46,82,65,74,85,46,83,72,69,75,72,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
72,65,83,65,78,46,77,65,82,85,70,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,69,72,69,82,85,78,46,77,85,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,65,75,46,65,82,46,82,65,72,65,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,65,78,78,65,78,46,66,65,68,65,77,73,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,72,65,83,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
80,82,73,84,72,65,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,78,73,82,85,68,68,72,65,46,65,68,72,73,75,65,82,89,46,46,46,46,46,46,46,46,46,46,46,46,1
70,65,82,90,65,78,65,46,68,82,73,83,84,89,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
66,72,65,66,65,84,79,83,72,46,68,65,83,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
82,69,78,69,83,65,46,66,73,78,84,69,46,65,83,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,0
77,79,72,65,77,77,65,68,46,65,66,73,82,46,65,70,90,65,76,46,46,46,46,46,46,46,46,46,46,46,1
68,73,80,84,79,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,83,72,73,69,70,46,72,65,83,65,78,46,75,72,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,89,77,79,78,46,83,46,83,84,79,82,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,72,79,66,72,65,78,65,46,65,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,70,83,65,78,65,46,46,72,79,81,85,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,66,85,46,66,65,75,69,82,46,83,73,68,68,73,81,85,69,46,46,46,46,46,46,46,46,46,46,46,46,1
77,90,72,46,70,65,73,83,65,76,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
82,65,75,73,66,46,72,65,83,65,78,46,72,82,73,68,79,89,46,46,46,46,46,46,46,46,46,46,46,46,1
82,79,75,69,89,65,46,75,72,65,78,79,77,46,84,65,78,78,65,46,46,46,46,46,46,46,46,46,46,46,0
65,66,85,46,78,65,83,69,82,46,83,73,68,68,73,81,85,69,46,46,74,69,87,69,76,46,46,46,46,46,1
65,78,89,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
84,65,82,73,81,85,69,46,80,65,82,86,69,83,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
78,65,66,73,82,46,72,79,83,83,65,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
78,65,89,69,69,77,46,82,85,77,69,76,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,68,46,46,83,73,70,65,84,46,85,76,76,65,72,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
73,81,82,65,77,85,76,46,72,65,81,85,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,72,65,87,65,78,65,46,46,83,65,89,69,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
73,81,66,65,76,46,65,77,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,89,69,68,46,65,83,73,70,46,73,75,66,65,76,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
78,65,70,73,90,46,80,69,82,86,69,90,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,73,67,72,69,76,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
84,65,78,90,73,77,65,46,82,65,73,68,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,82,83,46,83,72,65,77,73,77,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,68,46,46,65,82,65,70,65,84,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,1
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,69,72,69,90,65,66,73,78,46,46,65,72,77,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,85,78,77,85,78,46,72,79,83,83,65,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,73,69,69,68,46,72,65,83,83,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
78,73,76,85,70,65,46,74,65,72,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
70,65,82,69,69,65,46,46,65,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,73,76,77,79,78,73,46,66,85,83,72,82,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
70,65,82,72,65,78,65,46,65,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,79,85,83,73,78,46,77,73,84,85,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,65,82,75,46,66,73,80,76,79,66,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,68,86,79,67,65,84,69,46,77,68,46,77,65,72,77,85,68,85,76,46,72,65,83,65,78,46,46,46,46,1
83,65,75,73,66,46,90,65,89,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,72,73,80,79,78,46,65,72,65,83,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,69,76,73,78,65,46,65,70,82,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,65,83,82,73,78,46,76,85,66,78,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,79,78,73,65,46,46,78,65,83,82,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
68,82,46,77,79,72,73,85,68,68,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
76,73,83,65,46,46,65,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
70,65,78,87,65,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,73,84,72,85,78,46,80,65,85,76,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
70,65,72,65,68,46,72,65,83,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,68,46,83,85,76,84,65,78,46,65,72,77,65,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
82,73,70,65,84,46,72,79,83,83,65,73,78,46,83,72,85,86,79,46,46,46,46,46,46,46,46,46,46,46,1
77,65,82,79,79,70,65,46,46,73,83,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
78,85,82,46,78,65,70,73,83,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,76,73,90,65,46,83,85,76,84,65,78,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
66,82,73,83,72,84,73,46,82,65,73,78,89,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,68,46,46,82,65,72,65,84,46,65,72,77,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,85,77,65,78,65,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,65,75,73,76,65,46,74,65,72,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,65,82,77,73,78,46,82,73,68,87,65,78,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
79,77,65,82,46,78,73,90,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,73,76,79,78,46,77,79,72,65,77,77,69,68,46,77,73,90,65,78,85,82,46,82,65,72,77,65,78,46,1
70,65,82,73,72,65,46,84,65,83,78,73,77,46,82,65,73,83,65,46,46,46,46,46,46,46,46,46,46,46,0
83,65,77,65,78,84,72,65,46,78,69,65,90,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
82,65,70,73,65,46,69,86,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,46,65,46,46,83,65,68,73,75,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
71,46,77,46,83,65,72,73,68,85,76,46,73,83,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,46,77,46,72,65,66,73,66,85,76,76,65,72,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,78,65,83,46,66,73,78,46,79,77,65,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,79,76,76,73,75,65,46,65,75,84,69,82,46,82,85,77,65,46,46,46,46,46,46,46,46,46,46,46,46,0
78,65,83,82,73,78,46,76,73,80,73,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
84,65,83,78,79,86,65,46,65,70,82,73,78,46,46,46,78,65,85,82,73,78,46,46,46,46,46,46,46,46,0
78,65,72,65,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,72,65,70,73,81,85,76,46,73,83,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
78,65,83,69,82,46,72,79,83,83,65,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
69,89,83,65,84,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
84,79,85,72,73,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
70,65,82,74,65,78,65,46,72,65,70,73,90,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
72,65,83,73,66,46,65,72,77,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,66,82,73,78,65,46,78,73,84,85,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,66,68,85,76,46,65,90,73,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,72,65,70,65,89,69,84,46,72,79,83,83,73,69,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,76,77,65,46,72,85,81,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
87,65,82,68,72,65,46,65,78,74,85,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
69,86,65,46,77,65,72,66,85,66,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,82,83,46,76,65,90,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
84,65,73,70,65,46,90,73,66,65,46,46,75,72,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,65,76,69,72,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
78,65,70,73,83,65,46,90,73,65,85,68,68,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,65,90,73,65,46,46,65,72,77,69,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,84,73,75,85,76,46,73,83,76,65,77,46,82,65,90,85,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,79,72,83,73,78,65,46,46,72,65,77,77,85,68,65,46,84,65,78,73,65,46,46,46,46,46,46,46,46,0
77,68,46,78,65,90,77,85,76,46,72,65,83,65,78,46,82,73,89,65,68,46,46,46,46,46,46,46,46,46,1
87,65,72,73,68,65,46,70,65,82,85,75,46,76,73,90,65,46,46,46,46,46,46,46,46,46,46,46,46,46,0
70,65,82,72,65,78,65,46,46,82,65,83,72,73,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,65,70,82,73,78,65,46,46,75,72,65,84,85,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,65,73,83,72,65,46,46,70,76,79,82,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,82,83,46,46,77,73,84,85,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
78,65,83,82,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,65,76,69,72,65,46,46,78,69,69,76,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
82,65,83,72,69,68,46,65,66,73,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
84,65,77,69,69,77,46,65,75,72,84,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,77,73,82,65,46,74,85,84,72,73,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
85,77,77,69,46,46,65,73,77,79,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
75,72,79,78,68,79,75,69,82,46,83,65,82,73,69,68,46,83,72,65,72,82,73,65,82,46,46,46,46,46,1
90,69,78,65,84,46,82,65,72,78,85,77,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
75,69,75,65,46,83,72,69,73,75,72,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,79,73,78,46,85,68,68,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
69,78,65,77,85,76,46,75,65,66,73,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,65,90,90,65,68,46,72,79,83,83,65,73,78,46,83,72,65,68,72,73,78,46,46,46,46,46,46,46,46,1
82,85,67,72,73,46,84,85,76,73,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,79,72,65,77,77,65,68,46,83,72,65,72,78,69,87,65,90,46,46,46,46,46,46,46,46,46,46,46,46,1
65,78,74,73,84,65,46,66,79,83,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,65,75,73,66,65,46,83,72,65,70,73,81,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,65,77,73,89,65,46,46,72,85,68,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,70,83,65,78,65,46,46,77,69,69,78,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
65,68,78,65,78,46,66,72,85,73,89,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
68,79,67,84,79,82,46,82,85,80,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
65,80,79,78,46,66,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
84,65,83,77,73,65,72,46,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,65,77,73,75,46,68,69,66,78,65,84,72,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
82,79,66,73,85,76,46,83,65,68,73,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
83,80,79,82,83,72,73,65,46,65,83,72,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
82,73,77,65,46,82,65,83,72,73,68,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,68,46,82,65,83,69,76,46,73,83,76,65,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,65,90,77,65,46,78,79,79,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
83,72,65,77,83,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
90,85,66,65,89,69,82,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
75,65,66,73,84,65,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
77,79,72,65,77,77,65,68,46,77,65,83,85,68,46,65,76,46,77,79,78,87,65,82,46,46,46,46,46,46,1
82,69,72,78,85,77,65,46,82,65,72,77,65,78,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0
73,77,82,65,78,46,83,73,68,68,73,81,85,69,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
77,46,77,46,73,83,76,65,77,46,84,65,78,73,77,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1
