SBU_id,master_category_id,service_category_id,loc_id,media_id,sp_id,lft_platform,placed_orders,taken_orders,complains,avg_csat,csat_number,lft_reschedules_customer,lft_customer_gmv,create_hr_day,schedule_hr_day,gap_hr_create_schedule,sp_change,reschedule_counter,schedule_due_counter,if_promo_used,if_completed
7,184,658,49.0,8.0,,668,40,35,1,4.551724137931035,29,18,8598.00,13,17,3,0,0,0,0,0
1,1,14,2.0,11.0,28,461,11,11,0,5.0,9,12,50668.00,15,20,4,0,2,0,0,1
4,183,339,11.0,8.0,,287,7,5,1,3.25,4,3,5840.00,19,14,42,0,0,0,1,0
1,1,14,5.0,8.0,595,677,5,5,0,4.0,1,10,10678.00,9,18,128,0,5,0,0,1
1,1,12,6.0,2.0,4356,714,32,20,4,4.285714285714286,14,39,11063.00,17,15,213,1,7,2,0,0
1,73,75,11.0,5.0,2130,860,4,3,0,5.0,3,7,4080.00,13,16,2,0,1,0,0,1
1,1,618,44.0,12.0,17572,0,1,1,0,5.0,1,1,349.00,14,12,21,0,1,0,1,1
3,221,222,6.0,2.0,233,416,7,5,0,4.75,4,9,11298.00,13,18,148,0,1,0,0,0
6,185,488,6.0,12.0,2330,542,115,103,5,4.944444444444445,18,159,34744.00,11,19,31,0,1,1,0,1
1,73,74,11.0,8.0,49086,373,22,11,0,4.857142857142857,7,28,3500.50,11,20,104,0,4,0,0,1
1,1,13,1.0,8.0,1133,215,3,1,0,5.0,1,4,3075.00,11,19,247,0,1,0,0,0
7,184,72,12.0,11.0,2345,983,10,7,0,5.0,1,14,103269.00,15,17,169,0,0,0,0,1
1,1,14,5.0,2.0,649,728,19,9,4,4.5,6,47,5052.00,20,20,167,0,6,0,0,0
1,1,10,12.0,8.0,9,526,4,3,0,5.0,2,2,3250.00,21,9,11,0,0,1,0,0
5,186,65,20.0,8.0,448,240,90,84,1,5.0,84,48,30950.00,9,19,9,0,1,0,0,1
7,184,72,12.0,4.0,2528,929,87,84,1,5.0,1,54,17007.50,14,17,314,0,3,0,0,1
3,3,154,4.0,2.0,16906,944,13,10,1,5.0,1,23,12397.00,12,12,23,0,3,0,1,1
4,183,200,11.0,2.0,73618,99,2,2,0,5.0,1,1,1648.00,13,17,3,0,0,0,0,1
1,1,14,2.0,2.0,975,670,8,6,0,4.666666666666667,3,19,16170.00,16,19,26,1,1,0,0,1
1,1,10,2.0,8.0,28,196,8,1,0,5.0,1,5,399.00,11,9,93,0,3,0,0,0
1,1,12,1.0,8.0,4356,610,95,41,17,4.375,32,221,24031.50,14,18,1227,0,13,0,1,0
6,185,488,4.0,8.0,99658,1120,339,287,9,4.955696202531645,158,419,81301.18,8,11,410,0,0,0,0,0
6,185,247,44.0,12.0,4972,491,14,8,2,4.25,4,19,2379.00,16,19,26,0,1,1,0,1
,338,347,6.0,8.0,,234,9,6,1,5.0,5,8,2734.00,20,12,111,0,1,0,0,0
5,186,564,6.0,8.0,1508,240,11,10,0,4.833333333333333,6,8,20846.00,23,10,10,0,0,0,0,1
4,183,167,11.0,12.0,24823,14,2,1,0,5.0,1,2,1150.00,13,17,3,0,1,1,0,0
4,183,167,11.0,8.0,1738,863,341,321,3,4.876106194690266,113,280,58663.00,12,15,2,0,0,1,0,0
1,1,618,11.0,12.0,9,828,9,1,0,5.0,1,6,2000.00,19,11,39,1,0,0,0,0
4,183,167,1.0,12.0,24823,995,118,91,4,4.776315789473684,76,69,72270.00,11,14,74,0,1,0,1,1
1,1,14,8.0,2.0,9,0,1,1,0,5.0,1,1,4500.00,11,16,76,0,1,0,0,1
2,226,23,5.0,8.0,18220,12,3,3,0,4.5,2,3,5690.00,7,17,9,0,1,2,0,1
1,73,74,1.0,2.0,18013,572,123,123,3,4.927927927927928,111,52,84653.00,0,16,15,0,0,0,1,1
1,73,75,22.0,2.0,18013,861,32,13,5,4.444444444444445,9,76,4005.00,10,18,151,0,4,0,0,0
3,224,577,11.0,12.0,12983,621,7,2,0,5.0,1,6,1200.00,18,9,182,1,3,1,0,0
1,225,450,1.0,8.0,17674,701,11,6,0,5.0,4,15,12550.00,17,20,2,0,0,0,1,0
3,221,223,30.0,9.0,,847,52,36,4,4.758620689655173,29,80,71967.92,14,18,3,0,0,0,1,0
2,226,26,6.0,2.0,1203,426,18,9,1,3.6666666666666665,6,25,9567.00,11,15,435,0,5,4,0,0
1,1,14,24.0,2.0,975,11,9,1,2,5.0,1,11,2700.00,12,16,3,1,0,0,0,0
1,1,11,17.0,2.0,2284,880,47,37,8,4.655172413793103,29,63,36774.00,13,12,46,0,0,0,0,0
1,1,11,6.0,2.0,19753,189,7,5,0,5.0,2,13,12390.00,19,20,192,0,5,0,1,1
4,183,167,36.0,8.0,2661,539,31,24,1,4.190476190476191,21,8,38250.00,23,14,38,0,0,1,1,0
1,73,92,17.0,2.0,46349,144,3,3,0,4.0,2,2,10200.00,15,18,218,0,1,0,0,1
5,186,207,6.0,12.0,78623,143,7,6,0,5.0,2,5,2900.00,18,12,41,1,0,0,1,1
1,1,11,2.0,9.0,28,0,1,1,0,5.0,1,1,150.00,17,18,24,0,1,0,1,1
5,186,481,44.0,2.0,68538,744,13,7,2,5.0,6,28,3980.00,17,17,95,0,3,1,0,0
6,185,247,6.0,8.0,79213,527,31,21,2,5.0,13,69,6602.00,21,21,23,0,4,0,1,1
6,185,247,11.0,2.0,64798,150,14,12,0,4.75,4,27,4240.00,22,17,18,0,1,1,0,1
1,1,14,49.0,9.0,595,286,8,8,0,4.666666666666667,3,13,20621.00,11,16,292,0,9,0,1,1
1,225,22,11.0,2.0,65698,861,170,100,13,4.842696629213483,89,226,141841.75,20,9,396,0,6,3,0,1
1,1,643,4.0,2.0,1812,206,10,6,1,5.0,1,20,1400.00,12,18,29,0,1,0,1,1
4,183,167,11.0,8.0,,13,3,1,0,5.0,1,2,400.00,21,9,11,0,0,0,0,0
5,186,207,47.0,2.0,78236,261,20,14,1,3.6,10,37,14400.00,9,9,47,0,3,2,0,1
6,185,488,4.0,6.0,99658,1059,56,44,6,4.3076923076923075,13,42,11937.00,12,14,337,0,0,0,0,1
6,185,488,2.0,12.0,2330,782,34,28,5,4.823529411764706,17,46,10896.00,11,20,32,0,2,2,1,1
7,184,72,2.0,8.0,3504,66,20,15,1,4.8,10,46,5581.00,17,14,164,0,9,3,0,0
6,185,488,1.0,6.0,118931,325,96,62,2,4.888888888888889,54,160,16282.00,13,18,964,0,3,0,0,0
1,1,14,5.0,8.0,15735,142,5,4,0,5.0,3,0,1600.00,21,15,41,0,0,0,0,1
,338,700,7.0,8.0,,1075,101,70,2,4.423076923076923,26,42,41586.60,12,14,1,0,0,0,0,0
6,185,247,51.0,8.0,1809,91,5,3,1,4.5,2,14,1800.00,16,13,44,0,4,0,0,0
3,221,222,2.0,8.0,233,1005,37,23,5,3.857142857142857,21,19,47409.97,22,19,68,0,2,0,1,1
4,183,571,44.0,12.0,2661,200,5,5,0,5.0,2,6,12770.00,19,10,110,0,0,0,0,1
4,183,339,1.0,8.0,14256,71,3,2,0,5.0,2,0,1100.00,22,9,10,0,0,1,0,0
5,186,64,2.0,8.0,3375,361,14,7,1,4.0,3,37,10600.00,22,11,60,1,2,0,0,0
1,225,21,1.0,8.0,17674,1133,9,3,1,5.0,1,14,3290.00,12,13,24,1,2,0,1,0
1,1,12,5.0,4.0,595,0,1,1,0,5.0,1,2,700.00,16,18,49,0,2,0,0,1
6,185,247,6.0,9.0,2330,510,53,45,2,4.0,35,71,22156.50,23,10,10,0,0,1,0,1
1,225,22,44.0,8.0,14607,234,5,4,0,5.0,4,7,799.00,10,19,8,0,1,0,0,1
1,73,75,44.0,12.0,181,430,7,3,3,4.0,1,3,1845.00,11,20,152,0,1,1,1,1
2,226,25,8.0,2.0,2552,13,4,1,1,5.0,1,10,190.00,10,17,294,1,9,4,0,0
6,185,247,2.0,9.0,2330,339,119,104,2,4.714285714285714,14,162,35295.00,22,10,11,0,0,0,0,0
1,225,22,4.0,12.0,99688,246,14,11,2,4.5,10,13,6039.00,11,17,53,0,2,0,0,1
1,1,12,44.0,8.0,594,235,3,3,0,5.0,3,2,1890.00,11,13,1,0,0,0,0,1
3,236,292,6.0,11.0,233,128,22,22,0,5.0,14,17,99171.59,12,22,9,0,1,0,0,1
3,224,245,44.0,9.0,11193,588,18,12,0,4.333333333333333,6,29,31202.50,11,14,2,0,0,0,0,0
1,1,13,1.0,12.0,13087,520,8,6,0,5.0,4,5,2040.00,18,10,15,0,0,1,0,0
5,186,207,36.0,8.0,448,378,5,4,1,4.666666666666667,3,7,4420.00,17,16,94,0,1,0,0,0
1,1,12,43.0,5.0,28,192,3,1,0,5.0,1,0,400.00,12,13,0,0,0,1,0,0
1,1,10,6.0,9.0,76305,756,8,5,1,4.5,4,8,5750.00,12,20,7,0,0,0,1,0
4,183,339,4.0,2.0,24823,995,118,91,4,4.776315789473684,76,69,72270.00,13,18,4,0,2,0,0,1
1,1,618,1.0,12.0,19753,0,1,1,0,5.0,1,2,2399.00,14,20,77,0,2,0,1,1
1,1,14,1.0,8.0,13087,0,1,1,0,5.0,1,0,80.00,14,18,3,0,0,0,1,1
3,224,324,2.0,8.0,12983,150,5,2,0,5.0,2,4,2150.00,22,13,14,0,0,1,0,0
1,225,22,20.0,8.0,803,12,2,2,0,5.0,2,0,640.00,10,12,1,0,0,0,0,1
1,1,14,49.0,8.0,67408,409,4,3,1,5.0,2,6,2150.00,14,18,27,0,1,0,0,1
1,73,75,12.0,9.0,49086,118,6,3,0,4.333333333333333,3,22,15200.00,10,13,2,0,0,1,0,0
5,186,64,11.0,8.0,751,798,192,187,1,5.0,183,1,14390.00,19,9,13,0,0,0,0,1
1,1,14,12.0,9.0,1309,88,3,3,1,5.0,2,2,9100.00,16,17,96,0,1,0,0,1
1,1,13,6.0,8.0,17674,632,24,13,4,3.5,10,18,4534.00,19,11,15,0,0,0,0,0
2,226,23,17.0,12.0,33881,14,7,4,1,5.0,4,6,1719.00,14,9,114,1,0,0,0,0
5,235,144,5.0,11.0,3642,90,6,5,0,5.0,2,5,6140.00,10,9,22,0,2,0,0,1
1,1,14,6.0,8.0,74495,760,18,11,1,4.857142857142857,7,40,24301.00,1,18,88,0,3,0,0,0
8,455,457,11.0,8.0,17256,333,6,5,0,4.8,5,15,12899.00,11,13,697,0,4,3,0,0
1,1,11,11.0,8.0,17977,208,11,6,0,3.3333333333333335,3,43,74095.00,21,18,188,0,6,1,0,1
4,183,167,5.0,2.0,24823,807,22,15,0,5.0,9,68,20749.00,14,12,21,1,1,0,0,0
4,183,339,2.0,9.0,1738,55,7,7,0,5.0,5,6,6000.00,17,15,261,0,1,0,0,1
1,1,10,29.0,8.0,9,240,10,2,0,5.0,2,7,450.00,11,20,32,0,2,0,0,0
6,185,247,11.0,8.0,4972,281,6,5,0,5.0,1,6,2538.00,21,19,21,0,0,0,0,1
6,185,247,11.0,12.0,64798,738,72,58,0,4.961538461538462,26,98,19789.00,12,16,195,0,1,1,0,0
8,333,693,36.0,8.0,74777,693,2,1,0,1.0,1,2,500.00,21,11,13,0,0,1,1,1
5,186,207,17.0,8.0,3015,240,11,10,0,4.833333333333333,6,8,20846.00,11,15,27,0,1,0,0,1
1,73,249,1.0,8.0,549,570,15,9,1,5.0,3,28,14910.00,19,19,95,1,1,2,0,0
2,226,279,1.0,2.0,2552,378,13,7,0,4.5,6,24,2499.00,12,17,28,0,2,2,0,0
1,1,14,11.0,12.0,28,829,10,6,0,4.5,2,25,26559.00,10,15,28,0,0,1,0,0
3,3,152,5.0,8.0,17570,494,2,1,0,5.0,1,2,5000.00,17,18,24,0,1,2,0,0
5,186,65,5.0,12.0,56940,7,7,2,0,5.0,1,5,1500.00,13,10,20,1,0,0,1,0
1,1,10,47.0,8.0,2284,43,21,6,0,5.0,6,11,28068.00,10,13,2,0,0,0,0,0
7,184,72,12.0,4.0,2345,1165,47,42,0,4.222222222222222,9,32,39730.00,10,17,174,0,0,0,0,1
7,184,584,18.0,8.0,65288,726,7,5,2,3.75,4,25,2347.00,0,13,12,0,0,1,1,0
5,186,207,4.0,2.0,99573,488,22,15,2,5.0,6,53,9849.00,12,12,167,0,4,0,1,0
3,505,260,68.0,2.0,1109,26,2,1,0,5.0,1,2,11500.00,15,9,65,0,0,1,0,0
1,1,284,43.0,12.0,649,28,3,1,0,5.0,1,10,1980.00,17,18,120,0,5,4,0,0
1,1,587,1.0,12.0,19753,58,4,1,0,5.0,1,3,1150.00,18,10,15,1,0,1,1,0
1,1,14,87.0,5.0,105808,0,1,1,0,5.0,1,1,500.00,11,14,74,0,1,0,0,1
7,184,72,11.0,8.0,1809,113,4,3,0,4.0,2,10,965.00,16,12,67,1,1,0,0,0
5,186,207,20.0,8.0,3375,521,68,56,1,5.0,47,149,34799.00,9,16,30,0,2,0,0,1
1,225,22,12.0,8.0,5070,33,4,2,1,5.0,1,4,401.00,12,14,1,0,0,0,0,0
6,185,247,68.0,12.0,4972,1045,27,14,1,4.888888888888889,9,31,9869.00,12,12,335,0,0,0,0,1
1,1,14,11.0,2.0,73836,537,32,22,3,5.0,2,34,13645.00,14,16,1,0,1,0,0,1
1,73,76,11.0,8.0,46349,200,5,3,0,4.5,2,5,1960.00,3,16,12,0,0,1,0,0
3,3,152,5.0,8.0,1303,41,7,5,0,3.5,2,22,27050.00,22,18,19,0,1,0,0,1
1,1,643,4.0,2.0,1812,65,12,9,0,5.0,1,18,2350.00,18,21,26,0,2,0,1,1
1,1,12,47.0,8.0,17572,145,130,128,0,5.0,128,0,13423.00,9,15,5,0,0,0,0,1
1,73,75,18.0,2.0,17674,0,1,1,0,1.0,1,0,1200.00,21,10,132,0,0,0,0,1
3,3,152,29.0,2.0,37506,3,2,2,0,5.0,1,2,8000.00,10,9,238,0,1,0,0,1
1,1,11,49.0,8.0,28,986,19,5,1,5.0,2,42,1450.00,21,9,131,0,1,0,0,0
1,1,19,4.0,2.0,649,175,11,9,1,4.666666666666667,6,8,7166.00,10,16,5,0,0,0,0,1
3,224,434,6.0,9.0,42387,1108,47,35,5,3.8636363636363638,22,76,22288.50,21,10,12,0,0,1,1,1
6,185,247,5.0,12.0,44167,285,36,15,0,5.0,9,38,13768.00,15,12,44,1,1,0,1,0
4,183,571,12.0,9.0,1451,225,3,2,0,5.0,2,1,3790.00,17,13,67,0,1,0,0,1
4,544,546,11.0,9.0,,366,37,22,0,4.944444444444445,18,55,16849.00,16,18,1,0,2,0,0,0
1,1,14,11.0,5.0,56446,315,18,10,1,4.833333333333333,6,24,10150.00,16,16,23,0,2,0,0,1
7,184,72,12.0,4.0,2345,1234,172,168,3,4.166666666666667,6,47,52388.00,18,17,166,0,0,0,0,1
5,186,207,12.0,9.0,3015,165,22,11,1,5.0,8,34,5380.00,10,21,10,0,1,0,0,1
1,1,18,12.0,9.0,649,273,58,33,3,4.75,16,115,73183.00,0,8,79,0,2,1,0,0
1,1,14,11.0,5.0,65148,0,1,1,0,3.0,1,4,1000.00,18,17,214,0,4,0,1,1
5,186,207,18.0,12.0,76684,565,13,2,0,5.0,1,15,19500.00,17,12,282,0,3,1,1,0
7,184,72,12.0,11.0,2345,1143,71,68,1,5.0,2,51,26647.00,13,17,171,0,0,0,0,1
,338,699,47.0,8.0,156011,185,43,6,0,4.6,5,25,10724.00,16,17,24,0,0,1,0,1
8,101,159,6.0,2.0,17291,906,43,38,0,5.0,18,110,101141.00,12,18,701,0,7,1,0,0
8,455,456,2.0,8.0,17295,455,11,5,1,3.0,4,16,11955.00,0,17,112,0,3,4,0,0
1,1,14,11.0,8.0,649,345,36,20,4,3.5714285714285716,7,80,50049.00,13,15,1,0,0,0,0,1
6,185,488,4.0,6.0,99658,0,1,1,0,3.0,1,0,50.00,15,16,0,0,0,0,1,1
7,184,644,4.0,2.0,99658,396,9,7,0,5.0,1,15,2248.00,22,18,43,0,1,1,1,0
1,1,13,20.0,8.0,16,485,52,33,1,4.44,25,44,33832.00,15,17,1,0,0,0,0,0
5,186,563,5.0,2.0,56940,407,5,5,0,5.0,1,10,6880.00,11,14,26,0,4,0,0,1
4,183,167,8.0,2.0,2661,494,8,6,0,4.75,4,6,8650.00,11,13,1,0,1,0,1,1
1,225,21,12.0,2.0,1800,83,5,1,1,5.0,1,9,2000.10,12,18,29,1,3,1,0,0
4,183,647,4.0,2.0,67189,784,34,21,1,4.5,12,84,12986.00,13,12,406,0,4,4,1,1
3,224,245,12.0,8.0,75322,100,2,2,0,5.0,2,1,1300.00,12,15,26,0,1,0,0,1
1,225,22,6.0,8.0,71414,0,1,1,1,5.0,1,1,400.00,9,15,5,0,1,0,0,1
1,225,22,2.0,8.0,49086,345,8,4,1,3.6666666666666665,3,2,1198.00,16,18,1,0,0,0,0,1
3,3,152,20.0,8.0,63932,690,9,6,0,5.0,3,12,8798.00,21,11,13,0,0,0,0,0
7,184,72,12.0,4.0,2345,1080,52,50,0,4.375,8,26,6708.00,16,17,312,0,2,0,0,1
,338,347,4.0,9.0,144636,1071,25,17,4,4.454545454545454,11,46,18978.00,11,15,3,0,1,1,0,0
4,183,656,12.0,2.0,1451,5,3,2,1,5.0,2,1,2250.00,17,17,23,1,1,0,1,0
5,186,64,6.0,8.0,3375,574,6,4,0,4.0,1,3,2750.00,12,12,47,1,1,0,0,0
3,221,222,2.0,8.0,,1227,225,170,11,4.825174825174825,143,231,124318.00,16,15,70,0,1,0,0,0
1,1,13,20.0,12.0,2284,682,7,5,0,5.0,5,9,17510.00,10,12,25,0,2,0,1,1
6,185,247,8.0,8.0,4972,567,12,8,0,4.333333333333333,6,18,6295.00,22,21,22,0,1,2,0,0
1,1,14,2.0,8.0,277,134,7,7,1,5.0,4,16,14249.00,2,15,36,0,2,0,0,1
6,185,247,36.0,2.0,12664,241,12,11,0,5.0,4,14,50540.00,18,13,18,0,0,0,1,1
3,3,152,1.0,2.0,6483,785,7,5,0,5.0,2,18,6696.00,1,10,32,0,1,2,1,0
1,1,14,1.0,8.0,66194,293,4,4,0,5.0,1,8,11450.00,10,14,51,0,1,0,0,1
2,226,23,4.0,2.0,18220,862,5,2,0,5.0,1,1,1100.00,18,10,63,0,1,1,0,0
5,186,563,5.0,8.0,751,1280,17,9,1,4.0,4,38,16551.00,20,12,15,0,5,0,0,1
1,1,13,6.0,12.0,16,996,12,3,0,5.0,2,22,1552.00,18,11,16,0,1,0,1,1
1,1,12,47.0,9.0,28,351,13,6,3,3.4,5,37,7875.00,9,18,176,0,1,0,0,1
1,1,10,20.0,8.0,28,677,7,1,0,3.0,1,9,500.00,13,9,19,0,1,0,0,0
1,225,450,8.0,12.0,1506,0,1,1,0,2.0,1,3,600.00,16,20,27,0,3,0,1,1
7,184,584,2.0,12.0,126767,490,5,1,0,4.0,1,8,1800.00,14,15,168,0,4,5,1,0
1,1,284,2.0,8.0,277,0,1,1,0,5.0,1,2,9500.00,9,18,32,0,2,1,0,1
5,186,64,44.0,2.0,1814,97,4,2,0,5.0,2,3,1700.00,13,10,116,0,1,1,0,0
5,186,207,11.0,9.0,3015,241,96,80,5,3.9375,48,52,39200.00,10,9,22,0,0,0,1,1
1,73,74,6.0,12.0,73117,0,3,1,0,5.0,1,3,400.00,14,18,75,0,1,0,1,0
7,184,72,4.0,2.0,126767,758,22,12,2,5.0,2,54,9799.00,11,15,51,0,5,1,0,1
7,184,575,2.0,8.0,5870,655,21,12,0,4.714285714285714,7,64,7850.00,15,16,144,0,2,1,1,1
6,185,274,29.0,12.0,75035,109,6,2,1,5.0,1,4,31590.00,15,16,24,0,2,0,0,0
1,225,22,4.0,2.0,99688,1014,15,11,0,5.0,7,24,6960.00,9,11,1,0,0,0,0,1
7,184,72,51.0,8.0,1809,523,20,8,2,4.125,8,18,18859.00,16,9,16,0,0,0,0,0
7,184,72,12.0,11.0,2345,913,88,83,1,5.0,1,31,9834.40,16,17,336,0,2,0,0,1
5,186,65,6.0,2.0,73742,0,3,1,0,1.0,1,2,500.00,15,18,2,0,0,0,0,1
1,1,18,1.0,12.0,649,212,3,2,1,4.0,1,2,1699.00,18,12,17,0,0,0,1,1
6,185,227,11.0,2.0,60121,95,11,11,0,5.0,1,2,1100.00,9,13,75,0,0,0,1,1
5,235,144,47.0,8.0,75118,374,9,8,1,5.0,7,15,18227.00,19,11,111,0,5,5,1,1
1,1,13,2.0,9.0,17674,523,2,2,0,5.0,1,4,1700.00,20,16,19,0,1,0,0,1
5,186,207,11.0,9.0,73946,35,2,2,0,4.5,2,2,950.00,14,13,46,0,1,1,0,1
5,186,69,1.0,8.0,3015,712,36,19,1,4.615384615384615,13,42,20554.00,12,16,3,0,0,0,0,1
6,185,247,47.0,12.0,79213,173,16,16,0,4.857142857142857,7,19,4390.00,18,16,21,0,2,1,0,1
6,185,247,44.0,12.0,4972,291,7,6,0,4.0,1,10,13900.00,10,18,31,1,0,0,0,1
1,73,249,2.0,5.0,2130,246,4,1,1,5.0,1,6,540.00,23,18,66,0,1,1,0,0
1,73,74,11.0,8.0,1067,412,12,6,1,4.25,4,9,12125.00,11,13,1,0,0,1,0,0
1,225,22,2.0,12.0,71414,344,24,23,1,5.0,13,36,45930.00,11,15,27,0,1,1,0,1
5,235,518,6.0,9.0,233,624,49,26,0,5.0,23,49,30763.00,10,21,58,0,1,0,0,1
1,1,587,11.0,12.0,19753,324,13,5,0,5.0,1,43,3590.00,12,10,573,0,5,1,1,0
5,186,207,5.0,2.0,56940,746,42,28,4,4.5,10,46,18260.00,11,17,5,1,0,0,0,0
1,1,14,4.0,2.0,13087,1045,7,5,1,4.666666666666667,3,5,8499.00,13,14,24,0,1,0,0,1
5,186,207,6.0,12.0,3015,119,13,9,2,4.0,4,18,5285.00,15,9,41,0,0,1,0,0
7,184,658,17.0,8.0,,572,15,10,0,4.625,8,50,4486.00,13,16,2,0,0,0,0,0
1,1,10,18.0,2.0,594,10,4,3,1,4.666666666666667,3,8,1150.00,14,12,21,0,3,0,1,1
4,183,339,1.0,2.0,1738,444,218,211,0,5.0,104,98,621040.00,21,11,325,0,0,0,0,1
1,225,21,44.0,8.0,74761,110,12,4,2,3.0,4,9,2748.00,9,9,143,0,1,1,0,0
6,185,247,29.0,8.0,12664,615,6,2,1,5.0,1,28,3340.00,23,17,449,1,11,9,0,0
2,226,26,5.0,2.0,3429,559,12,7,0,5.0,6,16,16620.00,18,11,16,0,0,0,0,0
1,225,22,1.0,8.0,649,205,5,3,0,5.0,1,3,2200.00,13,16,2,0,0,1,0,0
1,1,587,6.0,12.0,13087,76,5,2,0,1.0,1,10,1969.00,10,18,295,1,2,2,1,0
4,183,167,5.0,2.0,14256,419,10,7,0,5.0,4,9,12400.00,11,10,22,1,2,0,0,0
1,1,12,36.0,12.0,19753,150,5,2,0,5.0,1,19,1240.00,10,20,441,1,8,0,1,1
6,185,488,2.0,8.0,43756,540,10,7,1,5.0,1,13,1961.00,16,14,21,0,1,2,0,1
3,3,152,12.0,2.0,3439,0,1,1,0,5.0,1,0,13400.00,15,17,49,0,0,0,1,1
1,1,284,1.0,2.0,649,503,8,6,1,4.0,5,10,1893.00,14,18,51,0,2,0,0,0
5,186,69,11.0,8.0,73946,424,15,13,0,5.0,9,1,4300.00,20,9,12,0,0,0,0,0
1,225,22,4.0,2.0,58479,945,46,39,2,4.8125,16,57,13312.00,11,12,72,0,0,0,0,0
5,186,207,6.0,8.0,3375,0,2,1,0,5.0,1,4,400.00,13,15,25,1,2,0,0,0
1,73,75,1.0,2.0,181,1123,56,37,8,4.625,32,98,10915.00,0,10,9,0,0,0,1,1
3,3,177,11.0,9.0,462,550,8,5,1,4.0,5,10,19990.00,13,9,235,0,0,0,0,0
6,185,247,6.0,12.0,79213,111,11,8,0,5.0,1,32,2500.00,13,16,98,1,2,0,0,0
3,224,434,11.0,2.0,75322,781,20,12,2,5.0,5,44,11504.00,16,10,689,0,3,0,0,0
5,186,563,2.0,2.0,3015,0,1,1,0,3.0,1,0,1600.00,12,16,27,0,0,0,0,1
5,235,518,1.0,8.0,233,1160,241,206,10,4.871794871794871,156,423,149743.00,12,20,31,0,1,0,1,1
2,226,23,11.0,12.0,127148,608,9,3,0,5.0,3,26,3000.00,13,11,21,1,0,0,0,0
1,1,11,1.0,8.0,,422,20,6,0,5.0,4,53,13899.00,21,9,11,0,0,0,0,0
2,226,295,1.0,2.0,3076,387,2,1,0,5.0,1,5,1200.00,13,20,606,0,5,0,0,0
7,184,72,4.0,12.0,1514,1160,241,206,10,4.871794871794871,156,423,149743.00,10,11,24,1,0,1,0,0
1,1,19,12.0,12.0,1800,148,9,2,1,4.0,1,16,679.00,13,15,145,0,5,3,0,0
7,184,72,4.0,8.0,75441,91,10,5,0,4.4,5,3,700.00,14,17,2,0,0,1,1,0
1,225,22,12.0,8.0,,259,7,5,1,4.5,2,10,3219.00,11,18,6,0,0,0,0,0
5,235,545,6.0,12.0,80356,72,5,4,0,5.0,1,11,2799.00,13,15,25,0,2,2,0,0
4,183,167,11.0,12.0,77358,40,4,3,1,4.5,2,4,3190.00,12,16,75,0,1,1,1,0
1,225,22,4.0,2.0,649,832,43,29,3,4.375,8,138,23309.00,11,14,2,0,0,1,0,0
5,186,557,6.0,12.0,2138,216,11,4,1,5.0,1,43,2722.00,10,11,1128,0,10,7,1,0
3,224,577,1.0,12.0,79524,709,16,7,0,5.0,3,42,4969.00,13,17,99,1,2,1,0,0
4,183,167,20.0,9.0,1738,127,3,2,1,4.0,1,3,13900.00,16,20,3,0,0,1,0,1
1,1,10,5.0,8.0,123669,510,3,3,1,5.0,2,2,2599.00,11,13,1,0,0,0,0,1
1,225,21,1.0,8.0,649,0,2,1,0,5.0,1,1,658.00,22,19,44,0,1,0,1,1
1,1,14,6.0,9.0,9,56,2,1,1,5.0,1,1,1600.00,16,12,19,0,0,0,0,1
5,235,519,11.0,11.0,233,767,19,18,0,4.8,5,13,32660.00,7,20,12,0,0,0,0,1
1,225,21,5.0,8.0,,332,9,7,0,5.0,3,19,11148.00,18,12,161,0,2,0,0,0
5,186,207,8.0,2.0,73742,259,4,1,2,2.0,1,2,1000.00,14,12,141,0,1,1,0,0
1,73,75,1.0,2.0,18013,633,24,19,0,5.0,18,15,15000.00,20,18,21,0,2,0,0,1
1,1,217,12.0,12.0,1770,0,1,1,0,5.0,1,6,990.00,18,14,283,0,6,2,1,1
3,236,39,11.0,2.0,233,0,1,1,0,5.0,1,1,3290.00,4,20,15,0,1,0,1,1
1,1,11,44.0,2.0,1714,111,3,2,0,5.0,1,8,2699.00,14,16,1,0,1,0,0,1
5,186,207,2.0,12.0,78623,409,38,16,1,4.666666666666667,12,77,7349.00,18,16,21,0,1,1,1,0
4,183,571,36.0,12.0,77358,155,2,1,0,5.0,1,0,950.00,13,15,145,0,0,0,1,0
1,1,14,43.0,2.0,277,56,4,3,0,5.0,3,3,340.00,18,20,49,0,2,0,0,0
1,1,12,17.0,8.0,9,234,10,7,0,5.0,7,12,7638.00,19,11,15,0,1,1,1,1
3,3,154,1.0,9.0,12811,228,12,6,0,5.0,5,14,6480.00,13,17,3,0,0,0,0,0
7,184,72,8.0,12.0,1419,518,12,7,2,4.8,5,12,4554.33,18,1,102,0,1,1,0,0
6,185,247,50.0,12.0,1809,50,3,1,0,5.0,1,9,340.00,16,16,71,1,3,0,1,0
3,224,245,2.0,9.0,12983,451,14,6,0,3.6666666666666665,6,26,14740.00,23,11,35,0,3,0,0,1
4,183,167,11.0,2.0,13474,12,2,2,0,4.0,1,4,2090.00,15,16,24,0,0,0,0,1
5,186,569,4.0,2.0,99724,693,41,32,2,4.833333333333333,6,96,41388.00,13,9,211,0,1,1,0,1
5,186,207,11.0,12.0,3015,346,238,231,1,4.813953488372093,86,166,90000.00,11,13,49,0,0,0,0,1
3,3,275,4.0,2.0,1809,1056,16,15,0,4.6,5,27,12875.00,9,10,504,0,9,7,0,1
