SBU_id,master_category_id,service_category_id,loc_id,media_id,sp_id,lft_platform,placed_orders,taken_orders,complains,avg_csat,csat_number,lft_reschedules_customer,lft_customer_gmv,create_hr_day,schedule_hr_day,gap_hr_create_schedule,sp_change,reschedule_counter,schedule_due_counter,if_promo_used,if_completed
5,186,207,1.0,2.0,65591,74,6,3,0,5.0,2,3,1350.00,10,13,2,0,0,0,0,0
5,186,207,11.0,9.0,3015,178,8,7,1,4.333333333333333,3,12,4580.00,8,13,4,1,0,0,1,1
2,226,23,6.0,8.0,140740,0,3,1,0,5.0,1,6,500.00,16,9,16,1,1,0,0,0
1,1,618,6.0,12.0,9,714,32,20,4,4.285714285714286,14,39,11063.00,14,15,96,0,3,0,0,1
6,185,227,11.0,8.0,60121,185,43,6,0,4.6,5,25,10724.00,14,14,47,0,1,0,0,0
3,236,292,12.0,11.0,233,348,20,15,0,4.555555555555555,9,44,74984.81,21,9,11,0,0,1,0,0
7,184,584,6.0,8.0,17771,431,12,6,0,5.0,1,33,1786.00,21,9,251,0,5,1,1,1
5,186,694,11.0,8.0,751,782,184,167,1,5.0,157,23,78666.00,22,9,10,0,0,0,0,1
3,3,152,12.0,2.0,3439,157,10,4,1,4.5,2,34,20800.00,12,11,94,0,0,0,0,0
4,183,656,11.0,2.0,1738,343,49,30,3,4.888888888888889,18,108,32558.00,10,10,71,1,2,0,0,0
1,225,21,44.0,2.0,49086,76,4,2,0,5.0,2,3,600.00,18,10,15,0,1,1,0,0
3,3,152,20.0,8.0,17570,36,14,3,0,5.0,2,17,11200.00,14,17,74,0,0,0,1,0
1,225,21,1.0,12.0,99688,190,4,2,0,5.0,1,10,550.00,17,17,23,0,4,1,0,0
1,1,10,11.0,8.0,9,833,10,4,0,3.6666666666666665,3,5,2000.00,11,20,8,0,1,1,0,0
4,183,167,1.0,12.0,74040,0,3,1,0,5.0,1,0,450.00,17,14,20,0,0,1,1,0
1,1,14,6.0,5.0,48816,0,2,2,0,5.0,1,3,2300.00,13,21,7,0,1,0,0,1
1,1,13,51.0,12.0,2074,26,2,1,1,5.0,1,0,200.00,16,11,66,0,0,1,1,0
3,224,301,18.0,12.0,2478,69,2,2,0,5.0,1,0,998.00,15,11,19,0,0,0,1,1
6,185,247,49.0,9.0,4972,1229,368,349,6,4.93886462882096,229,367,235080.00,18,18,47,1,0,0,0,0
4,183,339,1.0,2.0,1738,292,218,218,0,5.0,130,119,624930.00,17,20,146,0,0,0,0,1
7,184,658,36.0,8.0,1419,444,75,61,4,4.868421052631579,38,130,61295.00,18,13,18,0,0,0,0,0
5,186,69,20.0,8.0,3375,53,25,10,0,5.0,9,16,14580.00,22,20,21,0,0,0,0,1
5,186,207,4.0,12.0,3015,881,29,9,2,4.714285714285714,7,50,7378.00,11,11,47,1,1,1,0,0
5,186,207,11.0,8.0,76684,38,22,12,1,5.0,9,41,5125.00,9,18,32,1,1,0,0,1
4,183,339,47.0,2.0,73618,605,74,52,5,4.825,40,74,42410.00,19,20,24,0,3,0,0,1
7,184,584,2.0,12.0,17771,1022,11,10,0,4.8,5,18,5218.00,13,22,248,0,2,2,1,1
5,186,69,6.0,2.0,751,43,3,1,0,5.0,1,1,1000.00,13,16,2,1,0,0,0,0
1,73,75,12.0,8.0,2130,1056,158,156,8,3.2941176470588234,17,51,124031.00,7,15,7,1,0,0,0,0
5,186,564,2.0,12.0,73946,690,16,11,2,3.6666666666666665,3,72,27049.00,15,14,190,0,1,2,0,1
7,184,72,12.0,11.0,2345,552,30,27,1,4.5,10,22,15304.00,13,17,171,0,0,0,0,1
1,1,14,6.0,9.0,67408,0,1,1,0,5.0,1,1,500.00,15,11,19,0,1,0,0,1
5,186,207,4.0,2.0,99573,1080,30,18,1,4.5,6,68,44511.00,22,10,203,0,0,1,1,0
6,185,247,52.0,8.0,44167,262,24,17,0,4.4,10,63,6265.00,16,10,17,0,0,0,0,1
3,224,324,2.0,12.0,3762,308,6,3,0,5.0,1,6,1162.00,16,9,424,1,1,0,0,0
3,224,434,68.0,8.0,3762,431,13,7,1,4.0,6,10,8912.00,13,15,97,1,4,0,0,0
7,184,72,11.0,2.0,1419,962,74,63,1,4.839285714285714,56,170,94385.00,10,3,112,0,2,1,0,1
3,3,153,2.0,8.0,462,449,6,4,0,4.666666666666667,3,7,28398.00,13,11,45,1,0,0,0,0
1,73,75,20.0,12.0,46349,506,19,8,0,5.0,1,47,3577.00,16,17,96,1,0,0,0,0
1,1,12,1.0,8.0,28,180,3,3,0,5.0,2,4,8500.00,15,13,93,0,2,0,0,1
1,1,14,18.0,2.0,975,572,14,7,0,5.0,1,17,77040.00,11,20,56,0,4,0,0,1
1,1,618,11.0,12.0,13087,828,9,1,0,5.0,1,6,2000.00,19,17,69,1,2,0,0,0
8,455,461,8.0,8.0,17279,366,20,5,1,4.75,4,31,3220.00,1,19,17,0,1,0,0,0
7,184,584,20.0,12.0,65288,124,3,1,2,3.0,1,3,320.00,14,15,168,0,1,2,0,0
1,225,21,51.0,12.0,17811,862,12,5,0,4.5,2,35,56522.00,11,19,439,0,3,2,1,0
1,225,22,1.0,11.0,649,569,98,90,0,5.0,90,122,39751.00,8,18,9,0,1,0,0,1
1,1,618,1.0,12.0,13087,716,12,9,1,4.0,1,13,6890.00,16,11,138,0,0,1,0,0
6,185,488,4.0,2.0,99658,72,3,3,0,5.0,2,4,16530.00,20,19,22,0,2,0,1,1
4,183,571,44.0,12.0,3129,633,24,19,0,5.0,18,15,15000.00,12,10,429,0,2,2,0,0
1,1,587,50.0,12.0,19753,454,14,3,0,5.0,2,30,1499.00,16,9,40,1,0,0,0,0
5,186,64,6.0,2.0,68538,140,6,2,3,2.0,1,19,2550.20,19,9,349,0,4,0,0,0
1,1,14,43.0,2.0,2158,373,93,93,0,5.0,92,1,54085.00,18,18,23,0,0,0,1,1
7,184,72,5.0,8.0,1909,1155,13,7,1,3.0,4,24,7060.00,4,21,88,0,1,0,1,1
7,184,644,4.0,2.0,99658,65,12,9,0,5.0,1,18,2350.00,18,11,64,0,4,3,1,1
2,226,24,18.0,12.0,1050,527,5,1,1,4.0,1,13,100.00,19,17,69,1,2,2,0,0
7,184,72,45.0,11.0,39708,316,68,65,0,5.0,20,36,15485.00,10,17,6,0,0,0,0,1
1,1,14,5.0,8.0,595,84,2,1,0,5.0,1,4,2100.00,12,17,28,0,4,0,0,1
6,185,247,6.0,8.0,16846,143,16,15,1,4.666666666666667,9,12,7790.00,15,12,116,0,2,2,0,0
1,225,21,7.0,8.0,4126,35,3,2,0,4.0,1,1,975.00,12,16,3,0,0,1,0,0
3,224,245,6.0,8.0,75322,255,21,17,0,5.0,17,27,10100.00,21,10,108,0,0,0,0,0
3,224,164,1.0,12.0,12983,0,1,1,0,5.0,1,2,10000.00,11,14,26,0,2,1,1,1
1,225,22,1.0,5.0,17674,6,2,1,0,5.0,1,0,450.00,10,12,1,0,0,1,1,0
3,236,42,4.0,2.0,16265,466,15,13,0,4.6,10,20,10157.00,12,18,5,0,0,0,0,0
1,1,15,6.0,12.0,49086,783,40,17,2,5.0,10,61,5111.00,14,20,5,1,1,1,0,0
7,184,584,11.0,12.0,65288,821,11,6,1,2.5,2,30,4450.00,14,17,194,0,1,1,0,1
4,183,200,2.0,8.0,3129,401,5,2,0,5.0,2,2,880.00,15,13,45,0,2,0,0,0
1,1,618,2.0,12.0,2541,373,10,3,2,4.5,2,13,4416.00,15,12,260,0,4,2,0,0
1,1,14,5.0,8.0,9,89,3,3,0,5.0,1,4,3175.00,13,15,1,0,0,0,0,1
4,183,167,11.0,8.0,1451,80,2,2,0,3.0,1,4,9049.00,23,18,42,0,4,0,1,1
7,184,72,12.0,11.0,2345,1139,68,67,0,5.0,16,10,16162.72,14,17,218,0,1,0,0,1
1,1,217,6.0,2.0,1770,0,1,1,0,5.0,1,2,1000.00,18,19,24,0,2,2,0,1
7,184,584,1.0,12.0,75441,610,9,4,0,5.0,1,29,2330.00,14,9,426,1,4,0,0,0
1,1,10,18.0,8.0,2448,1019,3,2,0,4.5,2,6,3700.00,21,9,59,0,4,0,0,1
,338,347,2.0,5.0,154663,0,1,1,0,5.0,1,1,378.00,20,15,42,0,1,2,0,1
6,185,247,36.0,12.0,4972,523,50,43,3,4.5,4,58,16960.00,17,17,359,0,1,0,0,1
1,73,74,1.0,8.0,49086,564,6,4,2,4.0,4,39,1540.00,20,14,17,0,1,1,0,0
1,1,19,1.0,2.0,649,491,26,18,1,4.6923076923076925,13,32,12177.00,11,18,6,0,0,0,0,1
3,221,223,11.0,8.0,233,385,15,11,0,4.0,9,16,34174.42,16,9,16,0,0,0,0,1
1,225,22,43.0,2.0,49086,73,7,1,0,5.0,1,4,15000.00,11,19,7,1,0,1,0,0
4,183,167,6.0,2.0,24823,236,12,7,1,4.5,2,18,4540.00,13,10,44,1,2,0,0,0
1,1,14,29.0,9.0,9,0,1,1,0,5.0,1,0,150.00,1,12,10,0,0,0,0,1
3,236,41,4.0,2.0,3439,1003,20,16,1,4.333333333333333,3,11,13558.00,12,17,412,0,0,0,0,0
7,184,72,33.0,8.0,,617,61,44,10,4.5,38,169,22441.00,0,9,8,0,0,0,1,0
5,186,207,11.0,12.0,3015,346,238,231,1,4.813953488372093,86,166,90000.00,19,9,37,0,2,0,0,1
5,235,545,11.0,12.0,2130,159,17,8,0,5.0,1,28,15769.00,16,10,737,1,4,2,0,0
7,184,72,8.0,12.0,1585,260,27,20,0,4.933333333333334,15,41,13160.00,18,20,121,1,2,1,0,0
5,235,518,50.0,12.0,2130,7,4,1,0,4.0,1,7,1070.00,12,10,309,1,1,0,0,0
4,183,167,1.0,2.0,1738,292,218,218,0,5.0,130,119,624930.00,18,9,254,0,1,0,0,1
3,3,177,1.0,12.0,2780,174,5,2,1,3.0,2,14,12000.00,11,14,26,0,1,1,0,0
1,1,14,1.0,8.0,9,664,12,5,2,3.25,4,15,5095.00,22,14,63,0,1,1,0,0
4,183,167,5.0,12.0,67076,0,2,2,0,5.0,2,2,1100.00,11,16,4,0,2,0,1,1
1,73,74,2.0,8.0,17468,674,63,27,3,1.6666666666666667,6,76,10149.00,14,17,2,0,0,0,0,1
4,183,668,47.0,8.0,2661,751,13,9,1,4.0,6,11,16070.00,10,14,3,0,0,0,0,0
1,1,618,6.0,12.0,17572,309,5,1,0,5.0,1,15,500.00,12,19,198,0,1,0,0,0
3,3,152,11.0,11.0,462,119,2,2,0,5.0,1,0,14000.00,17,19,1,0,0,0,0,1
6,185,247,47.0,8.0,2330,167,18,18,1,4.428571428571429,14,23,8040.00,11,12,48,0,4,2,0,1
6,185,274,43.0,12.0,1809,122,8,2,0,5.0,1,10,0.00,19,12,16,0,0,0,0,0
6,185,227,11.0,8.0,60121,353,18,12,0,4.5,4,42,3088.60,11,13,1,0,0,0,0,0
2,226,26,8.0,8.0,74777,436,37,31,1,4.944444444444445,18,48,15040.00,23,16,40,0,3,2,0,0
1,1,12,44.0,8.0,9,237,7,5,0,4.5,2,27,7770.00,21,21,287,0,13,0,0,0
6,185,247,68.0,12.0,4972,189,2,1,0,4.0,1,3,360.00,12,21,32,0,3,1,0,1
3,3,606,2.0,8.0,75897,396,43,25,1,4.125,16,111,27804.00,20,18,261,0,5,2,0,0
1,73,74,44.0,8.0,73117,135,13,13,0,4.9,10,3,5925.00,14,17,2,0,0,0,0,1
3,221,222,51.0,8.0,1680,641,13,6,0,5.0,4,21,12900.00,1,9,7,0,0,1,0,0
2,226,23,4.0,12.0,33881,763,19,13,2,4.888888888888889,9,35,8626.00,11,10,22,1,0,0,0,0
6,185,247,47.0,8.0,79213,173,16,16,0,4.857142857142857,7,19,4390.00,10,13,2,0,1,1,0,1
6,185,227,11.0,8.0,1408,1222,345,270,7,4.888111888111888,143,212,74468.00,9,13,3,0,0,0,0,0
1,1,14,6.0,2.0,75638,612,4,2,0,5.0,1,6,8100.00,12,21,56,0,4,1,0,1
1,73,75,5.0,12.0,549,1071,6,4,0,5.0,1,2,2350.00,13,11,165,0,1,2,1,1
6,185,274,11.0,8.0,5596,1219,132,127,2,4.818181818181818,11,42,55301.00,11,19,55,0,2,2,0,1
6,185,247,47.0,12.0,76159,251,10,3,1,5.0,1,24,1150.00,14,9,138,1,0,0,0,0
1,1,10,11.0,8.0,975,962,19,3,3,5.0,3,37,2399.00,11,18,6,0,1,1,0,0
1,1,643,4.0,2.0,99688,65,12,9,0,5.0,1,18,2350.00,18,13,18,0,1,0,1,1
1,1,284,2.0,2.0,17674,173,2,1,0,5.0,1,4,1000.00,13,15,145,0,3,2,0,0
4,183,200,8.0,9.0,1738,0,1,1,0,5.0,1,0,2400.00,21,14,16,0,0,1,0,1
2,226,279,5.0,12.0,2552,219,2,1,0,5.0,1,4,1800.00,12,13,1056,0,4,2,1,0
1,225,21,6.0,2.0,49086,217,8,3,1,5.0,1,12,3400.00,12,15,2,1,0,0,0,0
1,73,74,6.0,2.0,50723,118,13,7,2,4.333333333333333,6,28,4690.00,9,12,2,1,0,0,1,0
,338,699,1.0,8.0,156011,46,2,2,0,5.0,2,4,3037.00,0,17,40,0,4,1,0,1
6,185,247,6.0,8.0,2330,542,115,103,5,4.944444444444445,18,159,34744.00,11,12,120,0,3,2,0,1
3,3,275,1.0,8.0,1809,240,25,9,3,4.571428571428571,7,95,12000.00,2,22,67,0,3,1,0,1
5,186,64,8.0,8.0,751,336,5,3,0,5.0,2,4,10500.00,12,9,68,1,0,0,0,0
1,1,194,29.0,8.0,1524,0,1,1,0,5.0,1,5,4200.00,20,20,191,0,5,0,0,1
1,1,14,12.0,8.0,3836,431,30,10,10,4.0,6,53,13849.00,14,10,19,0,0,1,0,0
1,225,22,50.0,8.0,5875,51,3,3,0,5.0,3,4,600.00,10,10,23,0,0,0,0,1
8,455,457,43.0,11.0,70592,582,26,15,2,5.0,13,24,1199.00,10,10,167,0,5,6,0,0
7,184,575,43.0,12.0,6466,411,4,2,0,5.0,2,2,3529.00,10,12,265,0,0,1,1,0
1,1,18,6.0,9.0,,362,11,7,0,5.0,5,15,11100.00,2,14,11,0,0,0,0,0
3,224,434,68.0,9.0,6541,852,13,2,1,4.5,2,24,1399.00,15,15,407,1,13,2,0,0
6,185,247,1.0,12.0,74555,112,3,2,1,5.0,2,3,1790.00,18,18,23,0,2,1,1,0
1,1,14,2.0,12.0,28,563,36,30,1,4.827586206896552,29,47,91044.00,12,17,4,0,1,0,1,1
1,225,21,5.0,8.0,1809,242,8,4,0,5.0,4,8,10949.00,15,16,48,1,3,0,0,0
4,183,647,4.0,2.0,67189,150,11,3,0,5.0,1,31,1160.00,11,14,2,0,0,1,1,1
5,186,207,12.0,12.0,74858,1173,17,8,1,5.0,5,44,7100.00,18,11,16,1,0,0,1,0
1,73,74,8.0,8.0,13588,223,11,4,0,5.0,1,14,1890.00,16,17,0,0,0,1,0,0
1,225,21,35.0,8.0,649,880,47,37,8,4.655172413793103,29,63,36774.00,16,18,1,0,1,0,0,1
3,224,180,6.0,8.0,12983,559,4,2,0,4.0,1,4,463.00,2,13,10,0,1,1,0,0
1,1,14,12.0,11.0,649,228,6,6,0,4.5,2,3,1463.00,13,14,288,0,2,0,0,1
8,348,350,12.0,11.0,3048,830,12,11,1,5.0,2,5,10549.00,17,19,1,0,0,0,0,1
1,1,14,1.0,8.0,277,97,7,3,0,3.0,1,5,3410.00,12,17,4,0,0,0,0,1
3,224,661,17.0,8.0,12983,880,47,37,8,4.655172413793103,29,63,36774.00,19,20,72,0,2,0,0,1
1,1,13,2.0,12.0,17674,34,4,2,0,3.0,1,9,375.00,18,15,20,0,0,0,1,1
1,225,22,11.0,12.0,65698,126,4,1,0,5.0,1,14,199.00,12,17,4,0,0,0,1,0
1,73,141,11.0,9.0,117,242,3,1,1,1.0,1,15,3400.00,19,18,142,1,6,0,0,1
7,184,584,11.0,8.0,65288,43,4,3,0,5.0,2,6,3990.00,14,16,121,0,4,1,0,1
6,185,247,29.0,8.0,12664,256,5,3,1,4.0,3,9,1680.00,23,13,61,1,1,0,0,0
7,184,72,1.0,2.0,75441,168,17,12,0,4.666666666666667,9,29,5005.00,11,20,80,0,3,0,0,1
1,73,75,11.0,9.0,49086,57,3,3,0,5.0,1,11,14750.00,21,17,43,0,4,2,0,1
3,3,275,6.0,12.0,1809,111,4,3,0,5.0,1,15,150.00,13,20,30,0,1,0,0,1
1,1,14,6.0,8.0,9,765,13,4,0,4.0,2,73,9099.00,16,14,21,0,2,1,0,0
3,224,434,1.0,12.0,3762,459,6,4,0,5.0,2,13,3100.00,18,17,166,0,2,2,1,0
7,184,72,5.0,8.0,1909,14,5,2,2,2.0,2,5,620.00,12,20,103,1,2,1,1,1
6,185,274,6.0,8.0,15652,360,4,3,1,4.666666666666667,3,5,2800.00,19,19,23,1,3,0,0,0
1,1,12,47.0,11.0,28,390,10,10,0,5.0,10,9,15532.00,19,20,0,0,0,0,0,1
1,73,75,29.0,8.0,46349,78,3,1,1,5.0,1,3,200.00,10,13,26,1,1,2,0,0
,338,347,4.0,8.0,144636,18,3,3,0,4.5,2,1,910.00,18,14,19,0,1,0,0,1
1,1,14,6.0,8.0,43621,984,25,14,1,4.75,8,36,14092.00,12,14,1,0,0,1,0,0
1,1,11,2.0,12.0,3836,666,7,3,0,5.0,2,15,2849.00,10,14,123,1,1,1,0,1
3,3,154,11.0,2.0,462,257,3,2,0,4.5,2,3,17000.00,11,10,94,0,0,1,0,1
7,184,644,4.0,2.0,99658,467,15,7,1,5.0,2,24,2460.00,12,17,220,0,13,8,1,1
1,1,14,1.0,8.0,349,828,11,6,0,5.0,6,8,10761.00,21,14,16,0,0,0,0,1
5,186,207,12.0,9.0,,131,32,19,2,5.0,2,70,12380.00,13,15,1,0,0,0,0,0
6,185,247,20.0,8.0,4972,256,15,12,3,5.0,6,20,8385.00,12,20,31,0,2,1,0,1
1,1,553,1.0,12.0,44519,141,2,1,0,5.0,1,5,300.00,10,9,478,0,3,2,1,0
1,1,13,5.0,9.0,123669,7,2,1,0,5.0,1,8,6000.00,10,20,81,0,5,0,0,1
8,455,457,2.0,8.0,17295,205,6,4,0,5.0,4,12,9899.00,20,11,62,0,1,2,0,0
1,1,10,2.0,8.0,,680,16,6,2,3.4,5,10,4505.00,18,9,14,0,0,0,0,0
3,221,223,6.0,8.0,233,1,2,1,0,5.0,1,1,6000.00,13,9,19,0,0,1,0,0
5,186,103,2.0,9.0,1814,529,11,7,0,5.0,6,9,17200.00,12,15,2,0,0,1,0,0
5,186,207,11.0,9.0,3015,6,5,2,2,4.5,2,6,1000.00,10,10,47,0,2,1,0,0
7,184,72,2.0,12.0,5870,79,2,1,0,5.0,1,10,320.00,13,9,547,0,9,0,1,1
1,1,14,2.0,2.0,1872,180,3,3,0,5.0,2,6,2696.00,7,10,2,0,0,0,0,1
,338,699,1.0,9.0,156011,774,176,96,4,4.869565217391305,46,208,16552.00,23,17,41,0,1,2,0,1
1,1,14,11.0,8.0,1872,74,5,3,0,4.5,2,29,24700.00,0,13,60,0,5,2,1,0
2,226,23,6.0,8.0,18220,76,6,4,0,4.0,2,2,8500.00,20,13,16,0,0,1,0,1
3,221,223,5.0,8.0,233,574,4,3,0,5.0,2,2,9659.97,20,14,17,0,0,0,0,1
6,185,227,11.0,8.0,21197,213,10,3,0,5.0,3,3,100.00,17,13,19,0,0,0,1,1
7,184,584,44.0,12.0,1585,970,22,13,0,4.8,5,32,4349.00,14,21,126,0,3,1,0,1
4,183,167,12.0,8.0,1451,691,39,32,8,4.875,24,44,68706.00,6,16,9,0,1,1,1,1
1,1,14,20.0,12.0,277,667,3,2,0,4.0,2,5,555.00,17,22,364,0,1,0,0,0
2,226,25,6.0,2.0,76305,188,7,4,0,5.0,3,14,8400.00,21,10,108,1,6,1,0,0
3,3,606,5.0,12.0,76877,685,9,5,0,5.0,1,12,1075.00,12,10,309,0,0,0,0,1
3,224,434,51.0,8.0,42387,527,5,3,0,4.333333333333333,3,2,1888.00,0,15,110,0,0,0,0,0
1,1,11,4.0,9.0,28,249,12,8,0,4.0,4,26,9149.00,21,12,110,0,3,0,0,1
5,186,207,1.0,12.0,73742,1,2,2,0,5.0,1,2,1890.00,17,16,70,0,1,0,1,1
1,73,249,4.0,8.0,549,714,35,17,5,4.909090909090909,11,34,21095.00,20,13,16,1,0,1,0,0
1,1,11,2.0,2.0,1047,829,5,3,0,5.0,1,15,4350.00,11,15,75,1,3,0,0,0
4,183,668,6.0,12.0,1451,320,8,5,0,5.0,4,8,5780.00,12,17,52,0,0,1,1,0
1,1,643,4.0,2.0,99688,288,16,13,1,5.0,11,33,3980.00,13,11,21,0,0,0,1,1
1,1,14,6.0,8.0,56446,11,4,2,0,2.5,2,13,12000.00,14,23,920,0,5,0,0,0
1,1,19,2.0,4.0,14722,50,10,5,3,3.6,5,24,3270.00,16,14,45,0,4,0,0,0
5,186,207,11.0,8.0,448,1070,35,32,0,5.0,31,5,8600.00,16,16,71,0,0,0,0,1
1,1,14,12.0,9.0,19753,1228,19,10,1,4.5,2,19,35376.41,13,16,26,0,1,0,1,1
3,224,319,11.0,8.0,12983,341,9,6,0,5.0,2,10,17149.00,13,20,270,0,2,1,0,0
7,184,644,4.0,2.0,99658,780,4,2,0,5.0,1,3,250.00,19,10,134,0,0,1,1,0
1,1,15,11.0,8.0,181,852,41,35,5,4.76,25,137,37713.00,5,16,10,0,1,1,1,1
5,186,207,5.0,12.0,3015,438,10,5,0,5.0,2,9,8240.00,13,10,68,0,1,1,1,0
1,1,284,5.0,9.0,595,151,7,4,0,5.0,2,16,10349.00,7,18,10,0,2,0,0,0
1,1,14,6.0,8.0,67408,458,26,21,0,4.947368421052632,19,27,32340.00,11,10,70,0,0,0,0,0
5,186,207,11.0,9.0,97016,47,24,15,3,3.25,8,20,5350.00,17,9,15,0,0,0,0,1
1,1,12,11.0,5.0,28,409,8,8,1,3.75,4,24,10837.00,22,15,112,0,4,0,0,1
1,1,13,5.0,9.0,277,412,3,2,0,5.0,2,5,20500.00,17,16,118,0,2,1,0,0
6,185,247,44.0,8.0,41603,72,12,7,1,3.3333333333333335,6,21,2339.00,20,10,37,0,2,1,0,1
5,235,144,4.0,2.0,233,1135,56,50,1,4.896551724137931,29,56,55639.00,19,20,24,0,1,0,0,1
8,348,350,12.0,11.0,3048,789,7,7,0,5.0,1,1,540.00,17,20,2,0,1,0,0,1
5,186,563,2.0,8.0,751,0,1,1,0,4.0,1,1,1100.00,10,14,3,0,1,0,0,1
5,186,207,12.0,9.0,3015,55,9,2,0,5.0,2,4,900.00,0,12,11,0,0,1,0,1
1,73,249,44.0,12.0,5791,652,3,2,0,4.0,1,5,3200.00,16,15,46,0,0,0,1,0
1,1,13,43.0,8.0,595,85,2,2,1,5.0,1,9,12920.00,14,10,259,0,5,0,1,1
1,1,618,5.0,2.0,595,807,22,15,0,5.0,9,68,20749.00,16,17,912,0,21,1,0,1
3,3,273,47.0,2.0,2780,47,7,2,0,5.0,1,4,8500.00,18,20,25,0,1,0,0,0
2,226,25,5.0,12.0,2552,756,14,8,2,4.0,2,22,14220.00,12,10,525,1,14,8,0,0
2,226,26,44.0,2.0,2742,1110,27,16,1,4.636363636363637,11,41,58299.00,12,10,453,0,6,2,0,0
6,185,274,1.0,12.0,18841,391,6,3,0,3.0,1,7,2412.00,10,11,24,1,1,1,0,0
,383,386,4.0,11.0,126763,158,17,17,0,4.5,2,13,15398.00,14,15,0,0,0,0,0,1
1,1,14,1.0,5.0,595,762,9,7,1,4.0,2,14,8400.00,18,10,15,0,0,1,0,1
2,226,23,1.0,12.0,2552,325,8,5,1,2.5,2,50,5654.40,17,15,1485,1,24,17,1,0
6,185,247,6.0,8.0,16846,627,42,22,4,4.1875,16,74,26671.98,2,15,36,1,1,0,0,0
4,183,339,2.0,8.0,73618,8,14,1,0,5.0,1,0,800.00,19,13,17,0,0,0,0,0
1,1,194,8.0,12.0,1524,157,7,5,0,5.0,2,22,15050.00,16,20,51,0,1,0,0,1
7,184,72,1.0,8.0,2869,497,69,69,1,4.934426229508197,61,57,183175.00,9,10,24,0,1,0,1,1
3,224,331,18.0,2.0,1809,0,1,1,0,5.0,1,3,0.00,0,18,17,0,3,0,0,1
1,1,14,2.0,8.0,1047,967,25,4,2,3.6666666666666665,3,62,7760.00,5,14,32,0,3,1,0,0
5,186,564,11.0,8.0,3375,548,303,292,1,4.996515679442509,287,102,286951.00,10,18,7,0,0,0,0,1
5,186,207,51.0,12.0,751,847,52,36,4,4.758620689655173,29,80,71967.92,15,17,169,1,0,1,1,0
4,183,647,4.0,2.0,5005,1,3,2,1,5.0,1,4,1500.00,16,11,234,1,2,0,1,0
4,183,167,11.0,12.0,76124,431,4,4,0,4.333333333333333,3,4,4900.00,12,17,100,0,2,0,1,1
1,1,284,5.0,12.0,649,385,7,4,0,5.0,2,3,5080.00,15,11,19,0,0,1,0,0
1,73,75,5.0,8.0,4964,468,4,2,1,5.0,2,5,1100.00,15,18,122,0,4,0,0,0
3,221,223,47.0,8.0,613,452,45,23,2,5.0,14,48,10500.00,16,9,160,0,0,1,0,0
,338,347,11.0,8.0,149526,373,22,11,0,4.857142857142857,7,28,3500.50,3,14,10,0,2,0,0,1
5,235,519,1.0,11.0,233,864,203,202,1,4.973684210526316,38,82,385650.00,10,12,1,0,0,0,0,1
2,226,25,11.0,2.0,3429,334,5,1,0,5.0,1,3,1100.00,13,13,23,1,0,1,0,0
3,221,223,1.0,8.0,2446,1104,34,10,2,4.888888888888889,9,28,27301.39,23,9,33,0,0,1,1,0
5,186,65,11.0,8.0,90,11,7,5,1,5.0,5,10,2020.00,11,11,47,0,5,2,0,0
2,226,279,18.0,12.0,2130,873,11,4,0,5.0,2,14,520.00,11,15,315,1,1,1,1,0
1,225,22,18.0,2.0,71414,449,13,8,0,5.0,1,28,4854.00,7,14,6,1,1,1,0,0
1,73,75,1.0,8.0,1067,676,4,4,0,5.0,2,9,3310.00,12,16,51,0,2,1,0,1
4,183,167,5.0,12.0,14256,348,9,7,1,5.0,3,12,6610.00,13,10,20,0,0,0,1,1
6,185,488,4.0,2.0,99658,834,54,34,8,4.571428571428571,14,172,51209.00,15,14,22,0,4,0,1,1
6,185,247,6.0,8.0,79213,135,6,5,0,5.0,3,13,2890.00,10,11,0,0,0,0,0,1
1,1,618,11.0,12.0,9,0,2,1,0,5.0,1,1,2700.00,14,18,3,0,0,1,0,0
5,186,65,6.0,9.0,751,0,1,1,0,5.0,1,0,600.00,13,12,22,0,0,1,1,1
2,226,23,11.0,2.0,2552,119,11,5,2,4.8,5,40,41024.00,8,15,462,0,11,4,0,1
6,185,247,51.0,8.0,1809,192,15,5,0,5.0,1,25,1690.00,18,14,19,1,2,0,0,0
1,1,12,11.0,5.0,905,0,2,1,0,5.0,1,2,1999.00,20,12,39,0,2,0,0,1
5,186,69,2.0,2.0,78623,61,3,2,0,5.0,1,2,1640.00,10,10,23,0,0,0,0,1
1,225,22,6.0,12.0,2548,193,6,4,2,1.0,1,3,2308.00,15,10,66,1,0,1,1,1
5,186,207,36.0,12.0,73742,332,27,13,3,5.0,11,27,14490.00,15,13,21,1,1,0,0,0
6,185,247,17.0,12.0,74555,243,9,6,0,5.0,2,31,10049.00,16,12,43,0,2,0,1,1
7,184,72,6.0,8.0,5870,823,30,25,3,4.928571428571429,14,83,6378.00,1,13,11,0,0,0,1,0
1,225,21,4.0,11.0,595,327,9,6,0,5.0,1,20,2350.00,12,20,7,0,1,0,0,0
1,1,11,49.0,8.0,28,986,19,5,1,5.0,2,42,1450.00,15,9,449,1,3,0,0,0
1,225,22,11.0,8.0,2526,202,15,10,0,4.428571428571429,7,12,11800.00,13,15,1,0,0,0,0,1
6,185,247,6.0,8.0,1809,527,31,21,2,5.0,13,69,6602.00,22,12,61,1,5,0,1,0
